AnimalID;Breed;ShotsDate;Sex;ReceiptNumber;DateImpounded;PitNumber;Name;KennelNumber;DispositionDate;Color;Code;ApproxWeight;Age category;Source;Status;ACO;EnteredBy
16014;German Shepherd;2008-11-03;F/S;JF13;2008-03-05;10070;Gucci;100;;Black & Tan;;60lbs;;COMPLAINT;Owner Request - Signed Over;13;Jez Figol
16017;Lab X Retriever;2008-03-10;F/S;25081 ks;2008-03-06;20066;Hannah;200;;Black;;45 lbs;;BROUGHT-IN;Sold;;Teresa Flores
16023;Sheltie;;F/S;25015 rf;2008-03-09;20007;Sandy;200;;Black & Tan;;;;HOLDING STRAY;Redeemed;;Mariana Ardeleanu
16025;Lab;;M/N;08 167827;2008-03-10;20081;Kuda;200;;Black;;80 lbs;;HOLDING STRAY;Redeemed;22;Lori Fitzgerald
16030;Labrador;;M/N;25016 rf;2008-03-13;20081;Marshall;200;;Black;;75;;POLICE-DAY;Redeemed;3;Bob Cristofoli
16032;Shepherd X;;M/N;08-172104;2008-03-15;20070;Echo;200;;Black & Tan;;55 lbs;;POLICE-DAY;Redeemed;23;Brad Martin
16033;Pit Bull;;F;;2008-03-16;20074;Kaya;200;;Tan & White;;;;POLICE-DAY;Redeemed;12;Jeanette Nelson
16034;Shih Tzu;;M/N;25089-TU;2008-03-16;20085;Mr. Bud;200;;White & Black;;;;BROUGHT-IN;Redeemed;;Amy2 Haines
16040;Mastiff X;;F;DT20;2008-03-20;40013;Sweetie;400;;Black & Brindle;;20lbs;;SPCA;Ride Home Free;5;Bill Stevenson
16043;Golden Retriever;;M/N;08-172094;2008-03-21;20067;Sam;200;;Golden;;65 lbs;;HOLDING STRAY;Redeemed;;Karen Sinclair
16045;Shep X;;F;25017 rf;2008-03-22;20066;Coco;200;;Black;;52lbs;;BROUGHT-IN;Redeemed;;Amy2 Haines
16047;German Shepherd;;M/N;08/172134;2008-03-23;20070;Gumzai;200;;Black & Tan;;92 lbs;;COMPLAINT;Redeemed;12;Jeanette Nelson
16050;Jindo;;M;08-172141;2008-03-23;20070;Enzo;200;;Tan;;;;;Redeemed;15;Sam Hurley
16051;Corgi X;;F;n/c;2008-03-24;40070;Xango;400;;Black;;20 lbs;;HOLDING STRAY;Ride Home Free;18;Sam Hurley
16052;Lab;;F/S;08-172282;2008-03-25;20052;Rory;200;;Chocolate;;80 lbs;;HOLDING STRAY;Redeemed;12;Jeanette Nelson
16057;Shiba Inu;;M;25019 rf;2008-03-27;20074;Posh;200;;Tan;;25 lbs;;HOLDING STRAY;Redeemed;22;Lori Fitzgerald
16059;Terrier X;;F;08 172812;2008-03-30;20038;Gucci;200;;White & Tan;;5lbs;;HOLDING STRAY;Redeemed;5;Bill Stevenson
16061;Husky;2008-11-06;M/N;08 172840;2008-03-31;20052;Milo;200;;Grey & White;;80 lbs;;COMPLAINT;Redeemed;22;Lori Fitzgerald
16062;Shepperd;;F;;2008-04-06;87;;22;;Tan, black;;;;HOLDING STRAY;Impound;17;
16068;Presa Canario;;F;25151;2008-02-14;20047;Barna;200;;Brindle;;50 lbs;;COMPLAINT;Redeemed;22;Lori Fitzgerald
16069;Presa Canario;;M;25151 DT;2008-02-14;20000;Magnum (aka Buck);200;;Brindle;;90 lbs;;COMPLAINT;Redeemed;22;Lori Fitzgerald
16070;Shih Tzu;;F/S;08-174121DA-TU;2008-02-22;20094;Brandy;200;;White & Tan;;23 lbs;;BROUGHT-IN;Sold;;Christian Deans
16078;Shep X Lab;2008-04-13;M/N;08-177514DA;2008-03-28;20050;Dennis (now Jack);200;;Tan with Black;;40 lbs;;BROUGHT-IN;Sold;;Rachel Blyth
16084;Shepherd  X;;M/N;08-173295DI-TU;2008-04-01;20035;Lucky;200;;Brown & Black;;60 lbs;;HOLDING STRAY;Redeemed;23;Brad Martin
16085;Jack Russel Terrier;;F;25097JN12;2008-04-01;20030;Memphis;200;;White;;18 lbs;;BROUGHT-IN;Redeemed;12;Jeanette Nelson
16090;Husky;;M/N;25024 rf;2008-04-03;20010;Jake;200;;White;;40;;HOLDING STRAY;Redeemed;3;Bob Cristofoli
16094;Border Collie;;F/S;08 - 173348;2008-04-03;20064;Sunny;200;;Tri;;35;;HOLDING STRAY;Redeemed;3;Bob Cristofoli
16098;Chow X;;F;08-173479;2008-04-05;20059;Boca;200;;Tan;;;;BROUGHT-IN;Redeemed;4;Rachel Blyth
16102;Japanese Chin X  Shih tsu;;M;25152-TU;2008-04-06;20080;Prince;200;;Black & White;;12 lbs;;HOLDING STRAY;Redeemed;18;Sam Hurley
16107;American Bulldog;;M/N;08 - 173665;2008-04-07;20035;Achillies;200;;White;;80 lbs;;HOLDING STRAY;Redeemed;;Karen Sinclair
16109;Blue Heeler;;M/N;24670;2008-04-08;20064;Colby;200;;Blue Merle;;48 lbs;;HOLDING STRAY;Redeemed;121;Jeanette Nelson
16111;Jack Russel;;F;08 - 173825;2008-04-09;20000;Peek A Boo;200;;White & Brown;;25;;COMPLAINT;Redeemed;3;Bob Cristofoli
16119;Wire Hair Fox Terrier;;M/N;;2008-04-11;20013;Scratch;200;;White & Tan;;40 lbs;;HOLDING STRAY;Redeemed;;Brad Martin
16120;Retriever;;M/N;24684;2008-04-12;20030;Billy;200;;Gold;;33.8kg;;HOLDING STRAY;Redeemed;15;Sam Hurley
16121;Shih Tzu X;;M;25161 Jn12;2008-04-12;20004;Buddy;200;;Black & White;;7.3 kg;;HOLDING STRAY;Redeemed;15;Sam Hurley
16125;Terrier;;M;24902;2008-04-14;20088;Tommy;200;;Tan;;7lbs;;HOLDING STRAY;Redeemed;5;Bill Stevenson
16126;Pug;2008-04-25;F/S;24907 MW;2008-04-15;20035;Wilemina;200;;Fawn;;16 lbs;;HOLDING STRAY;Sold;12;Jeanette Nelson
16127;Rottweiler;;M;08 - 177492;2008-04-17;20088;Max;200;;Black & Red;;;;POLICE-EMERGENCY;Redeemed;;Karen Sinclair
16129;Husky;2008-12-18;M/N;08 - 177414;2008-04-17;20077;Jake;200;;White;;40 lbs;;BROUGHT-IN;Redeemed;;Susy Jakoncic
16133;Dalmation;;M/N;1111059;2008-04-19;20078;Sam;200;;Black & White;;50 lbs;;HOLDING STRAY;Redeemed;;Sam Hurley
16138;Rottweiller X;;M/N;;2008-04-22;20045;Dozer;200;;Black & Tan;;100 lbs;;HOLDING STRAY;Redeemed;12;Jeanette Nelson
16147;Chinchilla;2008-12-10;X;24912;2008-04-23;20000;Dave;200;;Grey;;1/2 lb;;BROUGHT-IN;Sold;20;Deb Thomas
16150;Golden Retriever;;M/N;TU;2008-04-25;20045;Buddy;200;;Golden;;75 lbs;;BROUGHT-IN;Redeemed;;Karen Sinclair
16151;Shepherd  X;2008-12-11;F;08-178477 DT;2008-04-26;20000;Xica;200;;Tan;;;;HOLDING STRAY;Redeemed;2;Deb Thomas
16152;Terrier X Poodle;;M;24909;2008-04-26;20083;Buddy;200;;Grey & Silver;;18 lbs;;HOLDING STRAY;Redeemed;15;Sam Hurley
16153;Husky;2008-11-03;M;24724-BM;2008-04-27;20082;;200;;Tan;;17lbs;;;Redeemed;;Mariana Ardeleanu
16158;Lab X;2008-10-22;M/N;08-178888 DI MW;2008-04-29;20074;Kodi;200;;Yellow & White;;95 lbs;;BROUGHT-IN;Redeemed;;Arlene Kumar
16166;Jack Russell;;M/N;25174 DT;2008-04-11;20066;Cody;200;;White & Black,Brown on Face;;15 lbs;;POLICE-DAY;Redeemed;;Brad Martin
16168;Briard;;F;25179 DT;2008-04-27;20035;Pascal;200;;Tan with Black;;60lbs;;COMPLAINT;Redeemed;5;Bill Stevenson
16170;Pit Bull X Lab;2008-03-08;M/N;08 - 183572 dt;2008-02-26;20072;Narone;200;;Fawn & White;;75;;OTHER;Sold;3;Bob Cristofoli
16172;Lab X;;F/S;JF13;2008-04-17;10077;Oreo;100;;Black;;40lbs;;POLICE-DAY;Behavior;;Mariana Ardeleanu
16174;Setter X Labrador;2008-05-23;M/N;;2008-04-21;20078;Jacob;200;;Black;;55lbs;;HOLDING STRAY;Sold;5;Bill Stevenson
16175;Rottweiler;;M;JF13;2008-04-22;10023;Snarls McNasty;100;;Black & Tan;;65 lbs;;COMPLAINT;Behavior;22;Lori Fitzgerald
16177;Maltese;2008-04-26;F/S;08/179112 rf;2008-04-25;20056;Maisy;200;;White;;5;;BROUGHT-IN;Sold;;Katie Ernst
16184;Scottish Terrier;;M;24915 DT;2008-04-29;20066;Shooter;200;;Black;;20;;HOLDING STRAY;Redeemed;3;Bob Cristofoli
16185;Husky;;M/N;;2008-05-01;20016;Bear;200;;Off White & Tan;;65 lbs;;HOLDING STRAY;Redeemed;17;Dalia Tauber
16189;Schnauzer X Terrier;2008-05-09;M/N;08 - 183391;2008-05-02;20012;Gandolf;200;;Silver & Grey;;35 lbs;;BROUGHT-IN;Sold;20;Deb Thomas
16192;Pekingese;;F;25025 rf;2008-05-04;20010;Pippi;200;;White;;7lbs;;SPCA;Redeemed;5;Bill Stevenson
16195;Schnauzer;;M;24922 mw;2008-05-05;20085;Pizza;200;;Grey;;20 lbs;;HOLDING STRAY;Redeemed;22;Lori Fitzgerald
16197;Pitbull;2008-11-26;M;;2008-05-05;20094;;200;;Brindle & White on Chest;;15lbs;;COMPLAINT;Sold;21;Guy Palanuik
16200;Lab;;M;;2008-05-06;40000;Tucker;400;;Black;;90;;COMPLAINT;Ride Home Free;17;Dalia Tauber
16201;Husky;2008-11-04;M/N;08 - 172839;2008-05-07;20067;Milo;200;;Grey & White;;70 lbs;;BROUGHT-IN;Redeemed;;Susy Jakoncic
16202;Husky;2008-11-04;M/N;24927;2008-05-07;20079;Jake;200;;White;;50;;HOLDING STRAY;Redeemed;3;Bob Cristofoli
16205;Rottweiler X;2008-11-04;M;08 - 179794;2008-05-07;20045;Dozer;200;;Black & Tan;;80 lbs;;HOLDING STRAY;Redeemed;22;Lori Fitzgerald
16208;Poodle (Teacup);2008-10-22;F;;2008-05-08;20016;Gemma (real name Honey);200;;Apricot;;;;HOLDING STRAY;Redeemed;;Karen Sinclair
16210;Alaskan Malamute;;M/N;;2008-05-08;40000;Gus;400;;Grey & White;;100 lbs.;;HOLDING STRAY;Ride Home Free;14;
16214;Poodle X;2008-12-11;M;27930 - skj;2008-05-08;20056;Osito;200;;Black;;10 lbs;;BROUGHT-IN;Redeemed;22;Lori Fitzgerald
16217;Beagle;;F;25185 mw;2008-05-09;20074;Tiffy;200;;White & Black & Brown;;40 lbs;;HOLDING STRAY;Redeemed;;Karen Sinclair
16221;Pit Bull;2008-12-18;M;24933 mw;2008-05-09;20048;Smokey;200;;Tan & White Blaze;;80 lbs;;POLICE-NIGHT;Redeemed;20;Deb Thomas
16226;Lab X;;F/S;08/184194;2008-05-12;20094;Sophie;200;;Black;;40 lbs;;HOLDING STRAY;Sold;22;Lori Fitzgerald
16227;Shepherd X;;F/S;08 - 180179 mw;2008-05-12;20000;Maxine;200;;Black & Tan;;60 lbs;;HOLDING STRAY;Redeemed;22;Lori Fitzgerald
16234;Shih Tzu;;M;08/185143;2008-05-14;20007;Frankie (now Sparky);200;;White & Tan;;25 lbs;;BROUGHT-IN;Sold;;Tammy Unrau
16235;Pit Bull;;F/S;25183 DT;2008-05-14;20029;Sammy;200;;White & Tan;;35 lbs;;HOLDING STRAY;Redeemed;12;Jeanette Nelson
16238;Dachshund;;F;;2008-05-15;20047;Mimi;200;;Black & Tan;;15 lbs;;BROUGHT-IN;Redeemed;20;Deb Thomas
16241;Pit Bull X American Bulldog;;F/S;08 183602 mw;2008-05-17;20064;Trauma;200;;White & Tan Patches;;80 lbs;;POLICE-EMERGENCY;Redeemed;20;Deb Thomas
16242;Pit Bull X American Bulldog;;M;08 183601 mw;2008-05-17;20066;Gripper;200;;White & Tan Patches;;90 lbs;;POLICE-EMERGENCY;Redeemed;20;Deb Thomas
16246;Retriever;;F;08-183901 mw;2008-05-17;20038;Dim Sum;200;;Red;;52lbs;;HOLDING STRAY;Redeemed;;Mariana Ardeleanu
16249;Border Collie X;;M/N;;2008-05-18;40000;Jackson;400;;Black;;;;HOLDING STRAY;Ride Home Free;5;Bill Stevenson
16250;Lab;;F/S;24983 Jn12;2008-05-18;20004;Molly;200;;Yellow;;80 lbs;;PATROL;Redeemed;12;Jeanette Nelson
16253;Retriever X  Setter;;M;08-183757DI mw;2008-05-20;20085;Hemi;200;;Black;;50 lbs;;HOLDING STRAY;Redeemed;5;Bill Stevenson
16254;German Shepherd X;;M/N;08 184188 mw;2008-05-21;20064;Lucky;200;;Black & Brown;;45 lbs;;BROUGHT-IN;Redeemed;20;Deb Thomas
16255;Pomeranian;;M/N;25190 DT;2008-05-21;20066;Summer;200;;Caramel & White;;6 lbs;;BROUGHT-IN;Redeemed;20;Deb Thomas
16256;Lab;;M/N;25189 - skj;2008-05-22;20023;Rosco;200;;Black;;80;;POLICE-DAY;Redeemed;17;Dalia Tauber
16257;Husky X;;F/S;25189 - skj;2008-05-22;20077;Emma;200;;Tan & White;;65;;POLICE-DAY;Redeemed;17;Dalia Tauber
16263;Yorkie X Terrier;;F/S;25194 MA;2008-05-26;20064;Zena;200;;Black & Brown;;;;BROUGHT-IN;Redeemed;;Susy Jakoncic
16266;Rat Terrier;;M;08 - 184763;2008-05-29;20085;Cody;200;;Tri Colour;;15 lbs;;BROUGHT-IN;Redeemed;;Susy Jakoncic
16273;Pitbull;2008-11-04;F;;2008-05-05;20024;;200;;Black& White;;10lbs;;COMPLAINT;Sold;21;Guy Palanuik
16275;Pitbull;;F;;2008-05-05;20032;;200;;Dark Brindle & White Chest;;15lbs;;COMPLAINT;Sold;21;Guy Palanuik
16278;Pit X Lab;2008-03-08;F/S;;2008-02-28;20029;Dizzy;200;;Brindle & Black;;40 lbs;;HOLDING STRAY;Sold;;Karen Sinclair
16279;Bichon Frise;;M/N;08-183041 -SE;2008-02-13;20000;Charlie Brown;200;;White;;20;;POLICE-NIGHT;Sold;3;Bob Cristofoli
16286;Pit Bull X Staffie;2008-05-23;F/S;08 - 186375;2008-05-02;20044;Lily Moona;200;;Black Brindle & White;;23 lbs.;;BROUGHT-IN;Sold;20;Deb Thomas
16288;Chihuahua X Terrier;2008-05-23;M;;2008-05-16;10010;Beckham (new name);100;;Tan w/ bit of w&b;;8 lbs.;;COMPLAINT;Passed Away;;Lori Fitzgerald
16289;Husky X Collie;2008-05-23;F/S;24508 Amy;2008-05-22;20074;Keeper;200;;Sable;;80;;OTHER;Sold;;Katie Douglas
16292;Lab X;2008-04-24;M/N;24942 - skj;2008-04-25;20062;Flynn;200;;Black;;50;;BROUGHT-IN;Sold;;Susy Jakoncic
16298;Chihuahua;;M;25029 RF;2008-06-01;20054;Bailey;200;;Tan;;8 lbs;;BROUGHT-IN;Redeemed;4;Rachel Blyth
16311;Amazon Parrot;;X;;2008-06-04;10000;;100;;Green & Yellow;;300 g;;COMPLAINT;Transferred;14;
16314;Portugese Water Dog;;F/S;n/c;2008-06-06;40035;Tara;400;;Black;;;;HOLDING STRAY;Ride Home Free;15;Ching Koo
16315;Retreiver;2008-06-13;F/S;08/188078 rf;2008-06-06;20007;Sally;200;;Gold;;70;;HOLDING STRAY;Sold;15;Ching Koo
16316;Sheltie;;M/N;08-186153 MW;2008-06-07;20035;Simba;200;;Tri Coloured;;40 lbs;;HOLDING STRAY;Redeemed;2;Rachel Blyth
16317;Rabbit;;X;n/c;2008-06-06;20000;;200;;Brown & White;;7 lbs;;BROUGHT-IN;Sold;;Rachel Blyth
16319;Labrador;;F/S;08-186038 mw;2008-06-08;20078;Pupster;200;;Black;;60 lbs;;HOLDING STRAY;Redeemed;2;Sam Hurley
16323;German Shepherd;;M/N;186273;2008-06-11;20035;Rusty;200;;Black & Tan;;90 lbs;;POLICE-DAY;Redeemed;;Karen Sinclair
16326;Border Collie X;;F/S;24946;2008-06-12;20000;Winnie;200;;Black;;60 lbs;;COMPLAINT;Redeemed;12;Jeanette Nelson
16328;Husky X;;M/N;08/177246;2008-06-13;20035;Klaus Kaczor;200;;White;;85 lbs;;POLICE-NIGHT;Redeemed;18;Ching Koo
16333;Husky  X;;F;n/c;2008-06-14;40041;Katoomba;400;;Black & Grey;;60 lbs;;HOLDING STRAY;Ride Home Free;23;Brad1 Martin
16336;Husky X Lab;;F;08/186702;2008-06-16;20080;Lulu;200;;Black & Tan;;50 Lbs;;HOLDING STRAY;Redeemed;;Lori Fitzgerald
16337;Shih Tzu;2008-11-04;M;08 - 187227;2008-06-16;20041;Phat;200;;Black & White;;12lbs;;HOLDING STRAY;Redeemed;5;Bill Stevenson
16339;Pitbull X;;F;08 - 186912;2008-06-16;20087;Shea;200;;Black & White;;45lbs;;HOLDING STRAY;Redeemed;5;Bill Stevenson
16340;Lab;2008-12-10;F/S;;2008-06-17;40000;Kiara;400;;Yellow;;70;;HOLDING STRAY;Ride Home Free;3;Bob Cristofoli
16342;Pitbull;;M;08-187016 MW;2008-06-18;20087;Cane;200;;Red;;50 lbs;;HOLDING STRAY;Redeemed;22;Lori Fitzgerald
16345;Mastiff X Rotty;;M;24947 Amy;2008-06-19;20073;Norton;200;;Black & Brown brindle;;100lbs;;HOLDING STRAY;Redeemed;;Mariana Ardeleanu
16347;DMH (cat);;F;n/c rf;2008-06-19;20000;BodyGirl;200;;Grey;;;;;Redeemed;;Mariana Ardeleanu
16348;Golden Retreiver;;M/N;08/187254;2008-06-20;20094;Golden;200;;Golden;;;;HOLDING STRAY;Redeemed;15;Ching Koo
16349;Mini Pincher;;F;08/187260 rf;2008-06-20;20016;Dolche;200;;Black & Tan;;;;POLICE-DAY;Redeemed;15;Ching Koo
16354;Presa Canario;;M;08/187274 rf;2008-06-22;20094;Zeus;200;;Black;;110 lbs;;HOLDING STRAY;Redeemed;;Mariana Ardeleanu
16356;Airdale X;;M/N;N/C;2008-06-22;40081;Donny;400;;Brindle;;60 lbs;;HOLDING STRAY;Ride Home Free;18;Steve Anderson
16358;West Highland Terrier;;M/N;08 - 187417;2008-06-23;20047;Frankie;200;;White;;25 lbs;;BROUGHT-IN;Redeemed;4;Rachel Blyth
16360;Portugese Water Dog;;M/N;08-187394 mw;2008-06-23;20024;Otis;200;;Chocolate & White;;40lbs;;COMPLAINT;Redeemed;5;Bill Stevenson
16361;Airdale Terrier;;M/N;08-187429-mw;2008-06-23;20010;Marlee;200;;Tan & Black;;45lbs;;COMPLAINT;Redeemed;5;Bill Stevenson
16366;German Shepherd Dog;;F;08-187548 mw;2008-06-24;20026;Sophie;200;;Brown & Tan;;70 lbs.;;HOLDING STRAY;Redeemed;14;Amy Haines
16370;Pug;;M/N;24949 - skj;2008-06-25;20047;Kato;200;;Fawn;;30 lbs.;;POLICE-DAY;Redeemed;14;Susy Jakoncic
16371;Golden Retriever;;M/N;24949 - skj;2008-06-25;20016;Max;200;;Gold;;80 lbs.;;POLICE-DAY;Redeemed;14;Susy Jakoncic
16381;CAT;2008-11-06;X;n/c;2008-06-29;10056;Hector;100;;Grey & White;;;;COMPLAINT;Transferred;2;Sam Hurley
16384;Lab;;M;24999 Jn12;2008-06-29;20050;Luke;200;;Black;;70 lbs;;PATROL;Redeemed;18;Steve Anderson
16391;Shepherd X;2008-04-18;M/N;;2008-04-04;20037;Midas;200;;Black & Tan & White Chest;;60lbs;;POLICE-DAY;Sold;21;Guy Palanuik
16398;Cocker Spaniel;2008-06-20;M/N;;2008-06-15;20035;Squeegie;200;;White & Brown Spots;;;;HOLDING STRAY;Sold;;Mariana Ardeleanu
16400;Rottweiler;2008-11-04;M/N;Jez;2008-06-18;20078;Chester;200;;Black & Tan;;100lbs;;COMPLAINT;Redeemed;;Jez Figol
16401;Shep X Husky;2008-06-22;M/N;08/188649 rf;2008-06-20;20063;Jackson;200;;Red;;70;;OTHER;Sold;;Zuzana McKane
16405;German Shep;;M;08-188446DI-KT;2008-06-20;20073;Justice;200;;Black;;65 lbs;;POLICE-DAY;Redeemed;15;Ching Koo
16406;Lab X;;M/N;28901-TU;2008-06-21;20080;Coal (Charcoal);200;;Black;;80 lbs;;POLICE-NIGHT;Redeemed;15;Ching Koo
16409;Cocker Spaniel X;2008-06-27;F/S;08-188787 DA mw;2008-06-25;20013;Charm;200;;Red;;20 lbs.;;COMPLAINT;Sold;14;Amy Haines
16410;Presa Canario X;;F;22749 mw;2008-06-25;20016;Corona;200;;Dark Brindle;;80 lbs.;;COMPLAINT;Redeemed;14;Amy Haines
16418;Lab Pointer Mix;;M;22746 mw;2008-07-01;20047;Popeye;200;;Black & White & Black Spots;;80lbs;;HOLDING STRAY;Redeemed;21;Guy Palanuik
16427;Labrador Retreiver;2008-06-05;M/N;08189438DA;2008-07-03;20083;Sol;200;;Yellow;;70;;OTHER;Sold;;Zuzana McKane
16428;Golden Retreiver;2008-06-21;M/N;;2008-07-03;20062;Murphy;200;;Gold;;65;;;Sold;;Zuzana McKane
16437;York Terr X Min Poodle;;F;08/188666 rf;2008-07-05;20041;Zeena;200;;Brindle;;8 lbs;;HOLDING STRAY;Redeemed;23;Brad1 Martin
16440;Border Collie X;;M/N;n/c rf;2008-07-07;10044;;100;;Black & White;;70 lbs;;BROUGHT-IN;Transferred;;Mariana Ardeleanu
16442;Beagle;;F/S;08-188856 DI;2008-07-07;20038;Mocha;200;;Tri Colour;;14lbs;;HOLDING STRAY;Redeemed;5;Bill Stevenson
16443;Chihuahua;;M/N;08/188980 rf;2008-07-08;20066;P.J;200;;Tri Colour;;5 lbs;;HOLDING STRAY;Redeemed;12;Jeanette Nelson
16444;Schnauzer;;M/N;08-189080DL-mw;2008-07-08;40044;Max;400;;White & Grey;;15;;HOLDING STRAY;Ride Home Free;Dalia 17;Dalia Tauber
16445;Lab X;;F/S;;2008-07-08;40000;Keeko;400;;Black;;55;;COMPLAINT;Ride Home Free;3;Bob Cristofoli
16459;Retriever;;M;08189445DI-KT;2008-07-11;20047;Gary;200;;Gold;;60 lb.;;BROUGHT-IN;Redeemed;14;Amy Haines
16460;Rottweiler;;M/N;08-189463 DI;2008-07-11;20037;Tyson;200;;Black & Tan;;90 lbs;;HOLDING STRAY;Redeemed;15;Ching Koo
16461;Golden Retreiver;;M/N;08-189458 DI;2008-07-11;20083;Cash;200;;Golden;;70 lbs;;HOLDING STRAY;Redeemed;15;Ching Koo
16462;Blue Heeler X;;M/N;08-189481DI AA;2008-07-11;40062;Clyde;400;;Brindle;;70 lbs;;HOLDING STRAY;Redeemed;15;Ching Koo
16464;Border Collie X;;F;08-189468;2008-07-12;20038;Hailey;200;;Black & White;;75 lbs;;HOLDING STRAY;Redeemed;2;Sam Hurley
16468;Papillon;;M/N;;2008-07-12;40037;Tigger;400;;White & Brown Spots;;;;HOLDING STRAY;Ride Home Free;;Sam Hurley
16470;Lhasa Apso;;M/N;08-190102 DI KO;2008-07-12;20038;Cookie;200;;Tan;;11 lbs;;HOLDING STRAY;Redeemed;23;Brad1 Martin
16473;Pit Bull;;M;08-189648DI mw;2008-07-14;20029;Buddha;200;;Black;;;;BROUGHT-IN;Redeemed;;Arlene Kumar
16477;Shih Tzu  X;;F;08-190080 DI KO;2008-07-14;20044;Jerry (Crumpet);200;;White & Brown;;12lbs;;BROUGHT-IN;Redeemed;;Christian Deans
16483;Chihuahua;;F;Jn12;2008-07-16;20001;Maggie;200;;Black & White & Tan;;5 lbs;;;Redeemed;22;Lori Fitzgerald
16485;Pekingese;;M/N;08-190049 DI KO;2008-07-17;20062;Boxer;200;;Tan;;10 lbs;;POLICE-DAY;Redeemed;;Karen Sinclair
16487;Sheltie X Papillion;;M;24511 Amy;2008-07-17;20024;Pooky;200;;Sable & White;;9 lbs;;BROUGHT-IN;Redeemed;12;Jeanette Nelson
16492;Collie;;M;n/c rf;2008-07-19;40037;Wong;400;;Tri;;65 lbs;;HOLDING STRAY;Ride Home Free;15;Ching Koo
16493;Shih Tzu X;;F;08190421DI-KT;2008-07-19;20032;Brooklyn;200;;Black & Grey;;5 lbs;;HOLDING STRAY;Redeemed;2;Sam Hurley
16494;Chow X;;F;n/c;2008-07-19;40024;Nika;400;;Golden;;61 lbs;;HOLDING STRAY;Ride Home Free;15;Ching Koo
16495;Lhasa Apso;;M/N;08/190604 rf;2008-07-20;20048;Dulcimer;200;;Brown & Black;;;;BROUGHT-IN;Redeemed;;Sam Hurley
16497;Amer.Staffordshire;;M;08-190697DI;2008-07-20;20010;Achilles;200;;White & Brown;;55;;POLICE-EMERGENCY;Redeemed;;Mariana Ardeleanu
16501;Chinchilla;;;TU;2008-07-21;40000;;400;;Grey;;;;POLICE-NIGHT;Ride Home Free;5;Bill Stevenson
16503;Pomeranian;;M/N;08/190525 rf;2008-07-21;20047;DouDou;200;;Tan;;;;HOLDING STRAY;Redeemed;;
16504;Retriever;;F/S;;2008-07-21;20078;Jasper;200;;Red;;;;HOLDING STRAY;Redeemed;;Mariana Ardeleanu
16506;Mastiff mix;;M;08-190736DI-TU;2008-07-22;20038;Norton;200;;Dark Brindle;;100;;HOLDING STRAY;Redeemed;;Bob Cristofoli
16508;Mini Schnauzer;;M/N;08-190945;2008-07-25;20088;Max;200;;Grey;;15;;HOLDING STRAY;Redeemed;3;Bob Cristofoli
16509;Pit Bull;;M/N;08/191159 rf;2008-07-25;20028;Harley;200;;Tan;;45;;BROUGHT-IN;Redeemed;;Katie Ernst
16510;Poodle X Terrier;;M/N;08190963DI-KT;2008-07-25;20038;Bob;200;;White;;23 lbs;;HOLDING STRAY;Redeemed;23;Brad1 Martin
16516;Maltipoo;;F;08/191115 rf;2008-07-28;20032;Puma;200;;Black;;15 lbs;;BROUGHT-IN;Redeemed;4;Rachel Blyth
16519;Shih Tzu;;M/N;28913-TU;2008-07-30;20010;Sunny;200;;Brown & White;;15lbs;;HOLDING STRAY;Redeemed;21;Guy Palanuik
16524;Rabbit;;F/S;;2008-07-09;10500;Bunanza Bun Bun;100;;Brown;;;;BROUGHT-IN;Transferred;;Katie Ernst
16525;Mastiff X Lab;2008-07-18;M/N;08-191367DA;2008-07-11;20094;Arnold (now Dexter);200;;Sable;;80;;OTHER;Sold;;Zuzana McKane
16530;Schnauzer X Terrier;;M;;2008-07-24;20048;Rocky (aka Cowlick);200;;Grey & Cream;;;;HOLDING STRAY;Sold;;Mariana Ardeleanu
16532;Shep X Collie;2008-07-13;M/N;08-192601 AK;2008-07-26;20005;Kip;200;;Tan & Black;;50;;BROUGHT-IN;Sold;;Katie Ernst
16538;Mini Poodle;;F;08-191794DI mw;2008-08-02;20026;Ozzy;200;;White;;10 lbs;;HOLDING STRAY;Redeemed;23;Brad1 Martin
16539;Husky X;;M;DI:08-191667;2008-08-02;20010;Banjo;200;;Grey & Black;;110 lbs;;HOLDING STRAY;Redeemed;4;Rachel Blyth
16542;Maltipoo;;M;n/c rf;2008-08-03;40050;Jarod;400;;Black with White Chest & Chin;;35 lbs;;HOLDING STRAY;Ride Home Free;;Rachel Blyth
16544;Min Pin;;F;DI-08-191763;2008-08-04;20078;Jackie;200;;Black & Tan;;5lbs;;HOLDING STRAY;Redeemed;;Jez Figol
16550;Standard Poodle;;F;28915 MW 08-192135-ak;2008-08-06;20070;Brie;200;;Black;;45;;HOLDING STRAY;Redeemed;3;Bob Cristofoli
16554;Manchester Terrier X Min Pin;2008-07-31;F/S;08-197026 DA-ak;2008-08-07;20070;Rockette;200;;Black & Tan;;20lbs;;BROUGHT-IN;Sold;;Katie Douglas
16556;Lab X;2008-07-12;M/N;08-192599 DA AK;2008-08-07;20050;Piston;200;;Black;;55lbs;;;Sold;;Katie Douglas
16559;kitten;;M;;2008-08-08;10000;;100;;Black & White;;;;BROUGHT-IN;Transferred;;Zuzana McKane
16562;Shepherd Mix;;F/S;08/192211rf;2008-08-10;20066;Tehari;200;;Black & Tan;;70 lbs;;HOLDING STRAY;Redeemed;2;Sam Hurley
